,State,Year,Quarter,Pincode,Registered_users
2535,Haryana,2021,2,124001,186059
2536,Haryana,2021,2,123401,184718
2537,Haryana,2021,2,122004,173740
2538,Haryana,2021,3,122001,412737
2539,Haryana,2021,3,121004,352312
2540,Haryana,2021,3,121003,284042
2541,Haryana,2021,3,121001,272333
2542,Haryana,2021,3,122006,226097
2543,Haryana,2021,3,122002,215608
2544,Haryana,2021,3,121102,210637
2545,Haryana,2021,3,124001,199561
2546,Haryana,2021,3,123401,198439
2547,Haryana,2021,3,122004,186579
2548,Haryana,2021,4,122001,440178
2549,Haryana,2021,4,121004,376910
2550,Haryana,2021,4,121003,303566
2551,Haryana,2021,4,121001,290827
2552,Haryana,2021,4,122006,241050
2553,Haryana,2021,4,122002,229524
2554,Haryana,2021,4,121102,225645
2555,Haryana,2021,4,124001,213051
2556,Haryana,2021,4,123401,212046
2557,Haryana,2021,4,122004,199804
2558,Haryana,2022,1,122001,465984
2559,Haryana,2022,1,121004,400283
2560,Haryana,2022,1,121003,321859
2561,Haryana,2022,1,121001,308144
2562,Haryana,2022,1,122006,255061
2563,Haryana,2022,1,122002,242575
2564,Haryana,2022,1,121102,239809
2565,Haryana,2022,1,124001,225735
2566,Haryana,2022,1,123401,225100
2567,Haryana,2022,1,122004,212387
2568,Haryana,2022,2,122001,490709
2569,Haryana,2022,2,121004,422488
2570,Haryana,2022,2,121003,339295
2571,Haryana,2022,2,121001,324650
2572,Haryana,2022,2,122006,268387
2573,Haryana,2022,2,122002,255084
2574,Haryana,2022,2,121102,253094
2575,Haryana,2022,2,124001,237736
2576,Haryana,2022,2,123401,237454
2577,Haryana,2022,2,122004,224546
2578,Haryana,2022,3,122001,516313
2579,Haryana,2022,3,121004,445822
2580,Haryana,2022,3,121003,357581
2581,Haryana,2022,3,121001,341866
2582,Haryana,2022,3,122006,282229
2583,Haryana,2022,3,122002,267850
2584,Haryana,2022,3,121102,266955
2585,Haryana,2022,3,123401,250221
2586,Haryana,2022,3,124001,250178
2587,Haryana,2022,3,122004,237160
2588,Haryana,2022,4,122001,542209
2589,Haryana,2022,4,121004,468607
2590,Haryana,2022,4,121003,376201
2591,Haryana,2022,4,121001,358891
2592,Haryana,2022,4,122006,296184
2593,Haryana,2022,4,122002,280688
2594,Haryana,2022,4,121102,279801
2595,Haryana,2022,4,124001,262578
2596,Haryana,2022,4,123401,262455
2597,Haryana,2022,4,122004,249924
2598,Haryana,2023,1,122001,566889
2599,Haryana,2023,1,121004,490243
2600,Haryana,2023,1,121003,393759
2601,Haryana,2023,1,121001,374984
2602,Haryana,2023,1,122006,309366
2603,Haryana,2023,1,122002,292936
2604,Haryana,2023,1,121102,292301
2605,Haryana,2023,1,123401,274345
2606,Haryana,2023,1,124001,274341
2607,Haryana,2023,1,122004,262041
2608,Haryana,2023,2,122001,587988
2609,Haryana,2023,2,121004,509776
2610,Haryana,2023,2,121003,409084
2611,Haryana,2023,2,121001,389395
2612,Haryana,2023,2,122006,320750
2613,Haryana,2023,2,121102,304262
2614,Haryana,2023,2,122002,303350
2615,Haryana,2023,2,123401,285072
2616,Haryana,2023,2,124001,284505
2617,Haryana,2023,2,122004,272545
2618,Himachal Pradesh,2018,1,173205,21409
2619,Himachal Pradesh,2018,1,174101,10157
2620,Himachal Pradesh,2018,1,173025,6327
2621,Himachal Pradesh,2018,1,175131,4677
2622,Himachal Pradesh,2018,1,171001,4527
2623,Himachal Pradesh,2018,1,173212,4335
2624,Himachal Pradesh,2018,1,175001,3744
2625,Himachal Pradesh,2018,1,176001,2951
2626,Himachal Pradesh,2018,1,176061,2940
2627,Himachal Pradesh,2018,1,174303,2912
2628,Himachal Pradesh,2018,2,173205,29254
2629,Himachal Pradesh,2018,2,174101,13908
2630,Himachal Pradesh,2018,2,173025,8719
2631,Himachal Pradesh,2018,2,175131,6220
2632,Himachal Pradesh,2018,2,173212,5964
2633,Himachal Pradesh,2018,2,171001,5918
2634,Himachal Pradesh,2018,2,175001,4890
2635,Himachal Pradesh,2018,2,174303,4234
2636,Himachal Pradesh,2018,2,176001,4023
2637,Himachal Pradesh,2018,2,176061,4020
2638,Himachal Pradesh,2018,3,173205,37149
2639,Himachal Pradesh,2018,3,174101,17987
2640,Himachal Pradesh,2018,3,173025,11142
2641,Himachal Pradesh,2018,3,173212,7941
2642,Himachal Pradesh,2018,3,175131,7758
2643,Himachal Pradesh,2018,3,171001,7505
2644,Himachal Pradesh,2018,3,175001,6192
2645,Himachal Pradesh,2018,3,174303,5563
2646,Himachal Pradesh,2018,3,176001,5268
2647,Himachal Pradesh,2018,3,176061,5008
2648,Himachal Pradesh,2018,4,173205,46448
2649,Himachal Pradesh,2018,4,174101,22954
2650,Himachal Pradesh,2018,4,173025,14237
2651,Himachal Pradesh,2018,4,173212,10405
2652,Himachal Pradesh,2018,4,175131,9879
2653,Himachal Pradesh,2018,4,171001,9492
2654,Himachal Pradesh,2018,4,175001,7597
2655,Himachal Pradesh,2018,4,174303,6982
2656,Himachal Pradesh,2018,4,176001,6667
2657,Himachal Pradesh,2018,4,173001,6284
2658,Himachal Pradesh,2019,1,173205,56637
2659,Himachal Pradesh,2019,1,174101,28081
2660,Himachal Pradesh,2019,1,173025,17415
2661,Himachal Pradesh,2019,1,173212,12770
2662,Himachal Pradesh,2019,1,175131,11959
2663,Himachal Pradesh,2019,1,171001,11430
2664,Himachal Pradesh,2019,1,175001,9174
2665,Himachal Pradesh,2019,1,174303,8340
2666,Himachal Pradesh,2019,1,176001,8058
2667,Himachal Pradesh,2019,1,173001,7691
2668,Himachal Pradesh,2019,2,173205,63870
2669,Himachal Pradesh,2019,2,174101,31906
2670,Himachal Pradesh,2019,2,173025,19851
2671,Himachal Pradesh,2019,2,173212,15049
2672,Himachal Pradesh,2019,2,175131,14034
2673,Himachal Pradesh,2019,2,171001,13320
2674,Himachal Pradesh,2019,2,175001,10832
2675,Himachal Pradesh,2019,2,176001,9780
2676,Himachal Pradesh,2019,2,174303,9747
2677,Himachal Pradesh,2019,2,176061,9130
2678,Himachal Pradesh,2019,3,173205,70222
2679,Himachal Pradesh,2019,3,174101,35428
2680,Himachal Pradesh,2019,3,173025,22094
2681,Himachal Pradesh,2019,3,173212,17220
2682,Himachal Pradesh,2019,3,175131,15731
2683,Himachal Pradesh,2019,3,171001,14882
2684,Himachal Pradesh,2019,3,175001,12394
2685,Himachal Pradesh,2019,3,176001,11173
2686,Himachal Pradesh,2019,3,174303,10978
2687,Himachal Pradesh,2019,3,171003,10399
2688,Himachal Pradesh,2019,4,173205,77412
2689,Himachal Pradesh,2019,4,174101,39379
2690,Himachal Pradesh,2019,4,173025,24538
2691,Himachal Pradesh,2019,4,173212,19051
2692,Himachal Pradesh,2019,4,175131,17472
2693,Himachal Pradesh,2019,4,171001,16323
2694,Himachal Pradesh,2019,4,175001,13750
2695,Himachal Pradesh,2019,4,176001,12379
2696,Himachal Pradesh,2019,4,174303,12230
2697,Himachal Pradesh,2019,4,176061,11618
2698,Himachal Pradesh,2020,1,173205,85023
2699,Himachal Pradesh,2020,1,174101,43696
2700,Himachal Pradesh,2020,1,173025,27182
2701,Himachal Pradesh,2020,1,173212,20947
2702,Himachal Pradesh,2020,1,175131,19230
2703,Himachal Pradesh,2020,1,171001,17895
2704,Himachal Pradesh,2020,1,175001,15177
2705,Himachal Pradesh,2020,1,176001,14023
2706,Himachal Pradesh,2020,1,174303,13586
2707,Himachal Pradesh,2020,1,176310,13081
2708,Himachal Pradesh,2020,2,173205,93348
2709,Himachal Pradesh,2020,2,174101,48771
2710,Himachal Pradesh,2020,2,173025,30216
2711,Himachal Pradesh,2020,2,173212,22621
2712,Himachal Pradesh,2020,2,175131,20572
2713,Himachal Pradesh,2020,2,171001,19328
2714,Himachal Pradesh,2020,2,175001,16849
2715,Himachal Pradesh,2020,2,176001,15644
2716,Himachal Pradesh,2020,2,174303,15168
2717,Himachal Pradesh,2020,2,176310,14833
2718,Himachal Pradesh,2020,3,173205,101524
2719,Himachal Pradesh,2020,3,174101,53414
2720,Himachal Pradesh,2020,3,173025,33220
2721,Himachal Pradesh,2020,3,173212,24316
2722,Himachal Pradesh,2020,3,175131,22105
2723,Himachal Pradesh,2020,3,171001,20882
2724,Himachal Pradesh,2020,3,175001,18324
2725,Himachal Pradesh,2020,3,176001,17152
2726,Himachal Pradesh,2020,3,174303,16548
2727,Himachal Pradesh,2020,3,176310,16421
2728,Himachal Pradesh,2020,4,173205,110995
2729,Himachal Pradesh,2020,4,174101,58396
2730,Himachal Pradesh,2020,4,173025,36256
2731,Himachal Pradesh,2020,4,173212,26251
2732,Himachal Pradesh,2020,4,175131,24257
2733,Himachal Pradesh,2020,4,171001,22628
2734,Himachal Pradesh,2020,4,175001,19932
2735,Himachal Pradesh,2020,4,176001,18553
2736,Himachal Pradesh,2020,4,176310,18098
2737,Himachal Pradesh,2020,4,174303,17862
2738,Himachal Pradesh,2021,1,173205,120028
2739,Himachal Pradesh,2021,1,174101,63010
2740,Himachal Pradesh,2021,1,173025,39145
2741,Himachal Pradesh,2021,1,173212,28099
2742,Himachal Pradesh,2021,1,175131,26308
2743,Himachal Pradesh,2021,1,171001,24282
2744,Himachal Pradesh,2021,1,175001,21401
2745,Himachal Pradesh,2021,1,176001,19889
2746,Himachal Pradesh,2021,1,176310,19502
2747,Himachal Pradesh,2021,1,174303,19161
2748,Himachal Pradesh,2021,2,173205,128445
2749,Himachal Pradesh,2021,2,174101,67535
2750,Himachal Pradesh,2021,2,173025,41910
2751,Himachal Pradesh,2021,2,173212,30003
2752,Himachal Pradesh,2021,2,175131,28068
2753,Himachal Pradesh,2021,2,171001,25888
2754,Himachal Pradesh,2021,2,175001,22836
2755,Himachal Pradesh,2021,2,176001,21257
2756,Himachal Pradesh,2021,2,176310,20908
2757,Himachal Pradesh,2021,2,174303,20508
2758,Himachal Pradesh,2021,3,173205,138260
2759,Himachal Pradesh,2021,3,174101,72710
2760,Himachal Pradesh,2021,3,173025,45026
2761,Himachal Pradesh,2021,3,173212,32132
2762,Himachal Pradesh,2021,3,175131,30015
2763,Himachal Pradesh,2021,3,171001,27667
2764,Himachal Pradesh,2021,3,175001,24453
2765,Himachal Pradesh,2021,3,176001,22876
2766,Himachal Pradesh,2021,3,176310,22418
2767,Himachal Pradesh,2021,3,174303,22067
2768,Himachal Pradesh,2021,4,173205,148059
2769,Himachal Pradesh,2021,4,174101,77954
2770,Himachal Pradesh,2021,4,173025,48141
2771,Himachal Pradesh,2021,4,173212,34260
2772,Himachal Pradesh,2021,4,175131,31988
2773,Himachal Pradesh,2021,4,171001,29456
2774,Himachal Pradesh,2021,4,175001,26040
2775,Himachal Pradesh,2021,4,176001,24421
2776,Himachal Pradesh,2021,4,176310,23938
2777,Himachal Pradesh,2021,4,174303,23494
2778,Himachal Pradesh,2022,1,173205,157444
2779,Himachal Pradesh,2022,1,174101,83008
2780,Himachal Pradesh,2022,1,173025,51122
2781,Himachal Pradesh,2022,1,173212,36295
2782,Himachal Pradesh,2022,1,175131,33781
2783,Himachal Pradesh,2022,1,171001,31090
2784,Himachal Pradesh,2022,1,175001,27584
2785,Himachal Pradesh,2022,1,176001,25946
2786,Himachal Pradesh,2022,1,176310,25418
2787,Himachal Pradesh,2022,1,174303,24940
2788,Himachal Pradesh,2022,2,173205,166449
2789,Himachal Pradesh,2022,2,174101,87920
2790,Himachal Pradesh,2022,2,173025,54009
2791,Himachal Pradesh,2022,2,173212,38203
2792,Himachal Pradesh,2022,2,175131,35511
2793,Himachal Pradesh,2022,2,171001,32684
2794,Himachal Pradesh,2022,2,175001,29069
2795,Himachal Pradesh,2022,2,176001,27332
2796,Himachal Pradesh,2022,2,176310,26787
2797,Himachal Pradesh,2022,2,174303,26283
2798,Himachal Pradesh,2022,3,173205,175904
2799,Himachal Pradesh,2022,3,174101,92820
2800,Himachal Pradesh,2022,3,173025,56931
2801,Himachal Pradesh,2022,3,173212,40204
2802,Himachal Pradesh,2022,3,175131,37302
2803,Himachal Pradesh,2022,3,171001,34261
2804,Himachal Pradesh,2022,3,175001,30499
2805,Himachal Pradesh,2022,3,176001,28749
2806,Himachal Pradesh,2022,3,176310,28132
2807,Himachal Pradesh,2022,3,174303,27631
2808,Himachal Pradesh,2022,4,173205,185427
2809,Himachal Pradesh,2022,4,174101,97287
2810,Himachal Pradesh,2022,4,173025,59665
2811,Himachal Pradesh,2022,4,173212,42153
2812,Himachal Pradesh,2022,4,175131,38954
2813,Himachal Pradesh,2022,4,171001,35912
2814,Himachal Pradesh,2022,4,175001,31959
2815,Himachal Pradesh,2022,4,176001,30045
2816,Himachal Pradesh,2022,4,176310,29369
2817,Himachal Pradesh,2022,4,174303,28849
2818,Himachal Pradesh,2023,1,173205,194318
2819,Himachal Pradesh,2023,1,174101,101879
2820,Himachal Pradesh,2023,1,173025,62353
2821,Himachal Pradesh,2023,1,173212,44064
2822,Himachal Pradesh,2023,1,175131,40538
2823,Himachal Pradesh,2023,1,171001,37430
2824,Himachal Pradesh,2023,1,175001,33363
2825,Himachal Pradesh,2023,1,176001,31362
2826,Himachal Pradesh,2023,1,176310,30657
2827,Himachal Pradesh,2023,1,176061,30073
2828,Himachal Pradesh,2023,2,173205,202511
2829,Himachal Pradesh,2023,2,174101,106155
2830,Himachal Pradesh,2023,2,173025,64829
2831,Himachal Pradesh,2023,2,173212,45684
2832,Himachal Pradesh,2023,2,175131,41927
2833,Himachal Pradesh,2023,2,171001,38756
2834,Himachal Pradesh,2023,2,175001,34584
2835,Himachal Pradesh,2023,2,176001,32600
2836,Himachal Pradesh,2023,2,176310,31903
2837,Himachal Pradesh,2023,2,174303,31286
2838,Jammu & Kashmir,2018,1,182101,5269
2839,Jammu & Kashmir,2018,1,193201,5007
2840,Jammu & Kashmir,2018,1,180001,4190
2841,Jammu & Kashmir,2018,1,192231,3395
2842,Jammu & Kashmir,2018,1,180005,3065
2843,Jammu & Kashmir,2018,1,190001,2944
2844,Jammu & Kashmir,2018,1,180020,2936
2845,Jammu & Kashmir,2018,1,192301,2818
2846,Jammu & Kashmir,2018,1,180012,2709
2847,Jammu & Kashmir,2018,1,180004,2652
2848,Jammu & Kashmir,2018,2,193201,7986
2849,Jammu & Kashmir,2018,2,182101,7438
2850,Jammu & Kashmir,2018,2,180001,5723
2851,Jammu & Kashmir,2018,2,192231,4802
2852,Jammu & Kashmir,2018,2,180005,4422
2853,Jammu & Kashmir,2018,2,190001,4375
2854,Jammu & Kashmir,2018,2,193121,4365
2855,Jammu & Kashmir,2018,2,191111,4273
2856,Jammu & Kashmir,2018,2,180020,4135
2857,Jammu & Kashmir,2018,2,192301,3898
2858,Jammu & Kashmir,2018,3,182101,9601
2859,Jammu & Kashmir,2018,3,193201,9032
2860,Jammu & Kashmir,2018,3,180001,7476
2861,Jammu & Kashmir,2018,3,192231,5979
2862,Jammu & Kashmir,2018,3,190001,5943
2863,Jammu & Kashmir,2018,3,180005,5879
2864,Jammu & Kashmir,2018,3,180020,5517
2865,Jammu & Kashmir,2018,3,180012,5263
2866,Jammu & Kashmir,2018,3,191111,5198
2867,Jammu & Kashmir,2018,3,193121,5135
2868,Jammu & Kashmir,2018,4,182101,12478
2869,Jammu & Kashmir,2018,4,193201,10528
2870,Jammu & Kashmir,2018,4,180001,9527
2871,Jammu & Kashmir,2018,4,190001,7532
2872,Jammu & Kashmir,2018,4,180005,7450
2873,Jammu & Kashmir,2018,4,192231,7241
2874,Jammu & Kashmir,2018,4,180020,7223
2875,Jammu & Kashmir,2018,4,180012,6736
2876,Jammu & Kashmir,2018,4,180004,6478
2877,Jammu & Kashmir,2018,4,181133,6469
2878,Jammu & Kashmir,2019,1,182101,14885
2879,Jammu & Kashmir,2019,1,193201,12289
2880,Jammu & Kashmir,2019,1,180001,11156
2881,Jammu & Kashmir,2019,1,192231,9231
2882,Jammu & Kashmir,2019,1,190001,8932
2883,Jammu & Kashmir,2019,1,180005,8654
2884,Jammu & Kashmir,2019,1,180020,8424
2885,Jammu & Kashmir,2019,1,191111,8024
2886,Jammu & Kashmir,2019,1,180012,7868
2887,Jammu & Kashmir,2019,1,181133,7825
2888,Jammu & Kashmir,2019,2,182101,17029
2889,Jammu & Kashmir,2019,2,193201,14189
2890,Jammu & Kashmir,2019,2,180001,13015
2891,Jammu & Kashmir,2019,2,192231,10950
2892,Jammu & Kashmir,2019,2,190001,10288
2893,Jammu & Kashmir,2019,2,180005,10139
2894,Jammu & Kashmir,2019,2,180020,9908
2895,Jammu & Kashmir,2019,2,191111,9583
2896,Jammu & Kashmir,2019,2,180012,9196
2897,Jammu & Kashmir,2019,2,181133,9169
2898,Jammu & Kashmir,2019,3,182101,17993
2899,Jammu & Kashmir,2019,3,193201,14355
2900,Jammu & Kashmir,2019,3,180001,13902
2901,Jammu & Kashmir,2019,3,192231,11203
2902,Jammu & Kashmir,2019,3,190001,10800
2903,Jammu & Kashmir,2019,3,180005,10724
2904,Jammu & Kashmir,2019,3,180020,10547
2905,Jammu & Kashmir,2019,3,180012,9751
2906,Jammu & Kashmir,2019,3,181133,9744
2907,Jammu & Kashmir,2019,3,191111,9704
2908,Jammu & Kashmir,2019,4,182101,18455
2909,Jammu & Kashmir,2019,4,193201,14382
2910,Jammu & Kashmir,2019,4,180001,14240
2911,Jammu & Kashmir,2019,4,192231,11233
2912,Jammu & Kashmir,2019,4,190001,10986
2913,Jammu & Kashmir,2019,4,180005,10954
2914,Jammu & Kashmir,2019,4,180020,10919
2915,Jammu & Kashmir,2019,4,180012,10065
2916,Jammu & Kashmir,2019,4,181133,10023
2917,Jammu & Kashmir,2019,4,191111,9753
2918,Jammu & Kashmir,2020,1,182101,20047
2919,Jammu & Kashmir,2020,1,180001,15358
2920,Jammu & Kashmir,2020,1,193201,15255
2921,Jammu & Kashmir,2020,1,192231,12168
2922,Jammu & Kashmir,2020,1,180020,11937
2923,Jammu & Kashmir,2020,1,180005,11815
2924,Jammu & Kashmir,2020,1,190001,11750
2925,Jammu & Kashmir,2020,1,181133,11049
2926,Jammu & Kashmir,2020,1,180012,10825
2927,Jammu & Kashmir,2020,1,191111,10439
2928,Jammu & Kashmir,2020,2,182101,22972
2929,Jammu & Kashmir,2020,2,180001,17564
2930,Jammu & Kashmir,2020,2,193201,16682
2931,Jammu & Kashmir,2020,2,180020,13753
2932,Jammu & Kashmir,2020,2,192231,13474
2933,Jammu & Kashmir,2020,2,180005,13447
2934,Jammu & Kashmir,2020,2,190001,12915
2935,Jammu & Kashmir,2020,2,181133,12861
2936,Jammu & Kashmir,2020,2,180012,11985
2937,Jammu & Kashmir,2020,2,191111,11722
2938,Jammu & Kashmir,2020,3,182101,25681
2939,Jammu & Kashmir,2020,3,180001,19818
2940,Jammu & Kashmir,2020,3,193201,18089
2941,Jammu & Kashmir,2020,3,180020,15552
2942,Jammu & Kashmir,2020,3,180005,15175
2943,Jammu & Kashmir,2020,3,192231,14748
2944,Jammu & Kashmir,2020,3,181133,14610
2945,Jammu & Kashmir,2020,3,190001,14402
2946,Jammu & Kashmir,2020,3,180012,13333
2947,Jammu & Kashmir,2020,3,184121,13160
2948,Jammu & Kashmir,2020,4,182101,28888
2949,Jammu & Kashmir,2020,4,180001,22613
2950,Jammu & Kashmir,2020,4,193201,20269
2951,Jammu & Kashmir,2020,4,180020,17601
2952,Jammu & Kashmir,2020,4,180005,17328
2953,Jammu & Kashmir,2020,4,192231,16498
2954,Jammu & Kashmir,2020,4,181133,16439
2955,Jammu & Kashmir,2020,4,190001,16265
2956,Jammu & Kashmir,2020,4,180012,14882
2957,Jammu & Kashmir,2020,4,184121,14784
2958,Jammu & Kashmir,2021,1,182101,31390
2959,Jammu & Kashmir,2021,1,180001,24595
2960,Jammu & Kashmir,2021,1,193201,22099
2961,Jammu & Kashmir,2021,1,180020,19151
2962,Jammu & Kashmir,2021,1,180005,18879
2963,Jammu & Kashmir,2021,1,192231,17958
2964,Jammu & Kashmir,2021,1,181133,17860
2965,Jammu & Kashmir,2021,1,190001,17690
2966,Jammu & Kashmir,2021,1,180012,16221
2967,Jammu & Kashmir,2021,1,184121,16051
2968,Jammu & Kashmir,2021,2,182101,33659
2969,Jammu & Kashmir,2021,2,180001,26276
2970,Jammu & Kashmir,2021,2,193201,23642
2971,Jammu & Kashmir,2021,2,180020,20467
2972,Jammu & Kashmir,2021,2,180005,20198
2973,Jammu & Kashmir,2021,2,192231,19265
2974,Jammu & Kashmir,2021,2,181133,19148
2975,Jammu & Kashmir,2021,2,190001,18895
2976,Jammu & Kashmir,2021,2,180012,17346
2977,Jammu & Kashmir,2021,2,184121,17237
2978,Jammu & Kashmir,2021,3,182101,36192
2979,Jammu & Kashmir,2021,3,180001,28186
2980,Jammu & Kashmir,2021,3,193201,25344
2981,Jammu & Kashmir,2021,3,180020,21927
2982,Jammu & Kashmir,2021,3,180005,21649
2983,Jammu & Kashmir,2021,3,192231,20723
2984,Jammu & Kashmir,2021,3,181133,20600
2985,Jammu & Kashmir,2021,3,190001,20246
2986,Jammu & Kashmir,2021,3,184121,18662
2987,Jammu & Kashmir,2021,3,180012,18569
2988,Jammu & Kashmir,2021,4,182101,38671
2989,Jammu & Kashmir,2021,4,180001,30020
2990,Jammu & Kashmir,2021,4,193201,27105
2991,Jammu & Kashmir,2021,4,180020,23401
2992,Jammu & Kashmir,2021,4,180005,23128
2993,Jammu & Kashmir,2021,4,192231,22118
2994,Jammu & Kashmir,2021,4,181133,22005
2995,Jammu & Kashmir,2021,4,190001,21611
2996,Jammu & Kashmir,2021,4,184121,20002
2997,Jammu & Kashmir,2021,4,180012,19767
2998,Jammu & Kashmir,2022,1,182101,41063
2999,Jammu & Kashmir,2022,1,180001,31758
3000,Jammu & Kashmir,2022,1,193201,28829
3001,Jammu & Kashmir,2022,1,180020,24799
3002,Jammu & Kashmir,2022,1,180005,24442
3003,Jammu & Kashmir,2022,1,192231,23555
3004,Jammu & Kashmir,2022,1,181133,23359
3005,Jammu & Kashmir,2022,1,190001,22898
3006,Jammu & Kashmir,2022,1,184121,21297
3007,Jammu & Kashmir,2022,1,180012,20947
3008,Jammu & Kashmir,2022,2,182101,43312
3009,Jammu & Kashmir,2022,2,180001,33417
3010,Jammu & Kashmir,2022,2,193201,30410
3011,Jammu & Kashmir,2022,2,180020,26109
3012,Jammu & Kashmir,2022,2,180005,25723
3013,Jammu & Kashmir,2022,2,192231,24821
3014,Jammu & Kashmir,2022,2,181133,24618
3015,Jammu & Kashmir,2022,2,190001,24126
3016,Jammu & Kashmir,2022,2,184121,22450
3017,Jammu & Kashmir,2022,2,180012,22048
3018,Jammu & Kashmir,2022,3,182101,45610
3019,Jammu & Kashmir,2022,3,180001,35165
3020,Jammu & Kashmir,2022,3,193201,31990
3021,Jammu & Kashmir,2022,3,180020,27497
3022,Jammu & Kashmir,2022,3,180005,27083
3023,Jammu & Kashmir,2022,3,192231,26129
3024,Jammu & Kashmir,2022,3,181133,25935
3025,Jammu & Kashmir,2022,3,190001,25369
3026,Jammu & Kashmir,2022,3,184121,23655
3027,Jammu & Kashmir,2022,3,180012,23216
3028,Jammu & Kashmir,2022,4,182101,47853
3029,Jammu & Kashmir,2022,4,180001,36869
3030,Jammu & Kashmir,2022,4,193201,33394
3031,Jammu & Kashmir,2022,4,180020,28871
3032,Jammu & Kashmir,2022,4,180005,28384
3033,Jammu & Kashmir,2022,4,192231,27354
3034,Jammu & Kashmir,2022,4,181133,27194
3035,Jammu & Kashmir,2022,4,190001,26613
3036,Jammu & Kashmir,2022,4,184121,24660
3037,Jammu & Kashmir,2022,4,180012,24303
3038,Jammu & Kashmir,2023,1,182101,50027
3039,Jammu & Kashmir,2023,1,180001,38414
3040,Jammu & Kashmir,2023,1,193201,34892
3041,Jammu & Kashmir,2023,1,180020,30116
3042,Jammu & Kashmir,2023,1,180005,29601
