,State,Year,Quarter,District,Count,Amount
12035,Tamil Nadu,2018,3,kallakkurichi district,74082,159528291.06900036
12036,Tamil Nadu,2018,3,viluppuram district,131381,258888256.93736243
12037,Tamil Nadu,2018,3,pudukkottai district,88258,194004461.88954094
12038,Tamil Nadu,2018,3,perambalur district,30141,63352508.73676075
12039,Tamil Nadu,2018,3,coimbatore district,1469560,2559173878.2111635
12040,Tamil Nadu,2018,3,virudhunagar district,93460,204113703.48230138
12041,Tamil Nadu,2018,3,dindigul district,169183,369315588.0269084
12042,Tamil Nadu,2018,3,sivaganga district,83843,201469521.91582698
12043,Tamil Nadu,2018,3,tenkasi district,79752,137939888.59062338
12044,Tamil Nadu,2018,3,chengalpattu district,1337462,2362109205.940035
12045,Tamil Nadu,2018,3,kanniyakumari district,98676,207727734.9880998
12046,Tamil Nadu,2018,3,tirunelveli district,129280,265496869.79783598
12047,Tamil Nadu,2018,3,thiruvallur district,957503,1926378414.6646476
12048,Tamil Nadu,2018,3,theni district,74842,164986424.99007934
12049,Tamil Nadu,2018,3,ranipet district,104100,201826720.65354246
12050,Tamil Nadu,2018,3,namakkal district,226575,464581650.0613854
12051,Tamil Nadu,2018,3,vellore district,209932,386936905.8516408
12052,Tamil Nadu,2018,3,thiruvarur district,45989,92064901.75965646
12053,Tamil Nadu,2018,4,tiruchirappalli district,521026,1117403132.5568237
12054,Tamil Nadu,2018,4,ramanathapuram district,90608,207229163.59488797
12055,Tamil Nadu,2018,4,krishnagiri district,593519,1260396240.123799
12056,Tamil Nadu,2018,4,cuddalore district,294247,572315407.3945904
12057,Tamil Nadu,2018,4,kancheepuram district,1161731,2100098547.5513415
12058,Tamil Nadu,2018,4,tiruppur district,811860,1780229997.978594
12059,Tamil Nadu,2018,4,dharmapuri district,247249,536806090.4126581
12060,Tamil Nadu,2018,4,thoothukkudi district,141155,272818734.99014145
12061,Tamil Nadu,2018,4,thanjavur district,278646,542255739.7365916
12062,Tamil Nadu,2018,4,madurai district,474612,1067216902.8803706
12063,Tamil Nadu,2018,4,tiruvannamalai district,242571,468651175.40105104
12064,Tamil Nadu,2018,4,salem district,696312,1471377592.2860992
12065,Tamil Nadu,2018,4,nagapattinam district,96224,186021593.00365686
12066,Tamil Nadu,2018,4,tirupathur district,143871,291583053.69241124
12067,Tamil Nadu,2018,4,ariyalur district,62904,129214698.20491128
12068,Tamil Nadu,2018,4,chennai district,8007699,14632395110.56675
12069,Tamil Nadu,2018,4,the nilgiris district,134481,283004973.0986871
12070,Tamil Nadu,2018,4,erode district,386966,835595470.3091648
12071,Tamil Nadu,2018,4,karur district,146709,306020888.9052894
12072,Tamil Nadu,2018,4,kallakkurichi district,126126,268522823.9222555
12073,Tamil Nadu,2018,4,viluppuram district,214391,408880677.54296046
12074,Tamil Nadu,2018,4,pudukkottai district,138821,301769878.2607471
12075,Tamil Nadu,2018,4,perambalur district,50639,104392907.13353652
12076,Tamil Nadu,2018,4,coimbatore district,1902305,3656789906.019909
12077,Tamil Nadu,2018,4,virudhunagar district,157442,327805716.231165
12078,Tamil Nadu,2018,4,dindigul district,243534,559786657.1867274
12079,Tamil Nadu,2018,4,sivaganga district,128594,293589030.5548705
12080,Tamil Nadu,2018,4,tenkasi district,106431,205216635.26106253
12081,Tamil Nadu,2018,4,chengalpattu district,1974233,3371036660.915929
12082,Tamil Nadu,2018,4,kanniyakumari district,151693,344942162.4855958
12083,Tamil Nadu,2018,4,tirunelveli district,167911,383033218.902779
12084,Tamil Nadu,2018,4,thiruvallur district,1578958,2979682370.963098
12085,Tamil Nadu,2018,4,theni district,113542,276985851.74035156
12086,Tamil Nadu,2018,4,ranipet district,185758,354380535.4720969
12087,Tamil Nadu,2018,4,namakkal district,297669,682145913.4085293
12088,Tamil Nadu,2018,4,vellore district,311703,577960235.4731153
12089,Tamil Nadu,2018,4,thiruvarur district,75304,144518281.7328139
12090,Tamil Nadu,2019,1,tiruchirappalli district,739515,1460934059.6618776
12091,Tamil Nadu,2019,1,ramanathapuram district,117510,261212990.57586715
12092,Tamil Nadu,2019,1,krishnagiri district,848874,1549327562.4754324
12093,Tamil Nadu,2019,1,cuddalore district,371882,699951874.4703772
12094,Tamil Nadu,2019,1,kancheepuram district,1732340,2735468905.1703753
12095,Tamil Nadu,2019,1,tiruppur district,1078231,2186722074.262658
12096,Tamil Nadu,2019,1,dharmapuri district,331500,668652808.0588444
12097,Tamil Nadu,2019,1,thoothukkudi district,180015,359895560.1460023
12098,Tamil Nadu,2019,1,thanjavur district,405498,669639245.9756603
12099,Tamil Nadu,2019,1,madurai district,662080,1386372054.5139372
12100,Tamil Nadu,2019,1,tiruvannamalai district,335517,587600686.1729097
12101,Tamil Nadu,2019,1,salem district,949562,1916555034.6953974
12102,Tamil Nadu,2019,1,nagapattinam district,124400,244377942.67220742
12103,Tamil Nadu,2019,1,tirupathur district,202883,385038982.587596
12104,Tamil Nadu,2019,1,ariyalur district,73816,152352863.72042736
12105,Tamil Nadu,2019,1,chennai district,11642449,18810971714.51368
12106,Tamil Nadu,2019,1,the nilgiris district,158492,309832942.56843877
12107,Tamil Nadu,2019,1,erode district,530256,1057858607.532634
12108,Tamil Nadu,2019,1,karur district,185137,377068327.0145311
12109,Tamil Nadu,2019,1,kallakkurichi district,156496,337609667.69771576
12110,Tamil Nadu,2019,1,viluppuram district,286859,514030368.828369
12111,Tamil Nadu,2019,1,pudukkottai district,184227,348619009.32284886
12112,Tamil Nadu,2019,1,perambalur district,67010,140622320.1727047
12113,Tamil Nadu,2019,1,coimbatore district,2709665,5072064993.630945
12114,Tamil Nadu,2019,1,virudhunagar district,222473,434593501.068418
12115,Tamil Nadu,2019,1,dindigul district,296645,653290732.3983055
12116,Tamil Nadu,2019,1,sivaganga district,159965,364945762.4726825
12117,Tamil Nadu,2019,1,tenkasi district,126012,235423158.3782131
12118,Tamil Nadu,2019,1,chengalpattu district,3285713,4918695631.396448
12119,Tamil Nadu,2019,1,kanniyakumari district,181053,403789101.6641393
12120,Tamil Nadu,2019,1,tirunelveli district,206676,446437662.9956399
12121,Tamil Nadu,2019,1,thiruvallur district,2305713,3957616692.241628
12122,Tamil Nadu,2019,1,theni district,141271,316272934.5833893
12123,Tamil Nadu,2019,1,ranipet district,275147,468967113.39919156
12124,Tamil Nadu,2019,1,namakkal district,381248,779612379.6185097
12125,Tamil Nadu,2019,1,vellore district,521653,796074971.7121506
12126,Tamil Nadu,2019,1,thiruvarur district,97262,195536577.7617722
12127,Tamil Nadu,2019,2,tiruchirappalli district,776306,1748258486.2944925
12128,Tamil Nadu,2019,2,ramanathapuram district,123783,296811295.8616359
12129,Tamil Nadu,2019,2,krishnagiri district,663016,1504554589.8086202
12130,Tamil Nadu,2019,2,cuddalore district,338724,724326506.6539905
12131,Tamil Nadu,2019,2,kancheepuram district,1656532,2936409443.598878
12132,Tamil Nadu,2019,2,tiruppur district,1179119,2631888252.799778
12133,Tamil Nadu,2019,2,dharmapuri district,323447,750439298.4748436
12134,Tamil Nadu,2019,2,thoothukkudi district,185632,412772487.6535857
12135,Tamil Nadu,2019,2,thanjavur district,339651,680121355.5242591
12136,Tamil Nadu,2019,2,madurai district,741073,1703311128.1845107
12137,Tamil Nadu,2019,2,tiruvannamalai district,321071,651936392.503907
12138,Tamil Nadu,2019,2,salem district,1018100,2340941775.7458673
12139,Tamil Nadu,2019,2,nagapattinam district,134853,288878413.0761344
12140,Tamil Nadu,2019,2,tirupathur district,206045,439049538.038205
12141,Tamil Nadu,2019,2,ariyalur district,78382,182726352.90462667
12142,Tamil Nadu,2019,2,chennai district,10577435,20366477248.325935
12143,Tamil Nadu,2019,2,the nilgiris district,137469,343730237.7547302
12144,Tamil Nadu,2019,2,erode district,618730,1395266699.3923202
12145,Tamil Nadu,2019,2,karur district,179180,416267818.15522087
12146,Tamil Nadu,2019,2,kallakkurichi district,166891,378429511.937363
12147,Tamil Nadu,2019,2,viluppuram district,277403,576610926.2303933
12148,Tamil Nadu,2019,2,pudukkottai district,142843,321121330.503316
12149,Tamil Nadu,2019,2,perambalur district,71612,161197712.56576952
12150,Tamil Nadu,2019,2,coimbatore district,3191687,7063644440.487608
12151,Tamil Nadu,2019,2,virudhunagar district,214026,465084869.3948114
12152,Tamil Nadu,2019,2,dindigul district,288758,696936336.7798494
12153,Tamil Nadu,2019,2,sivaganga district,152693,372992810.1422117
12154,Tamil Nadu,2019,2,tenkasi district,110318,247940691.25120723
12155,Tamil Nadu,2019,2,chengalpattu district,3719692,5655296088.730306
12156,Tamil Nadu,2019,2,kanniyakumari district,207995,466208102.0994936
12157,Tamil Nadu,2019,2,tirunelveli district,198144,472709052.2940883
12158,Tamil Nadu,2019,2,thiruvallur district,2486358,4674408137.818318
12159,Tamil Nadu,2019,2,theni district,141459,356493376.3471781
12160,Tamil Nadu,2019,2,ranipet district,252482,511118431.89607203
12161,Tamil Nadu,2019,2,namakkal district,329353,809609337.9236962
12162,Tamil Nadu,2019,2,vellore district,527517,961718767.3510636
12163,Tamil Nadu,2019,2,thiruvarur district,93958,201988781.25331098
12164,Tamil Nadu,2019,3,tiruchirappalli district,1028271,2283457398.7735853
12165,Tamil Nadu,2019,3,ramanathapuram district,164056,364511483.7921167
12166,Tamil Nadu,2019,3,krishnagiri district,906439,1897364248.7738578
12167,Tamil Nadu,2019,3,cuddalore district,429418,854430041.4558713
12168,Tamil Nadu,2019,3,kancheepuram district,2374121,3749463855.838708
12169,Tamil Nadu,2019,3,tiruppur district,1583318,3459384833.8566313
12170,Tamil Nadu,2019,3,dharmapuri district,404500,892434523.6141176
12171,Tamil Nadu,2019,3,thoothukkudi district,251434,514591122.2093332
12172,Tamil Nadu,2019,3,thanjavur district,499378,862709786.020551
12173,Tamil Nadu,2019,3,madurai district,1004838,2163231649.618825
12174,Tamil Nadu,2019,3,tiruvannamalai district,408695,788782442.4394717
12175,Tamil Nadu,2019,3,salem district,1348219,3089948772.2836018
12176,Tamil Nadu,2019,3,nagapattinam district,182524,374062397.54947984
12177,Tamil Nadu,2019,3,tirupathur district,280191,551887987.5341959
12178,Tamil Nadu,2019,3,ariyalur district,102318,210754842.56579608
12179,Tamil Nadu,2019,3,chennai district,11333032,23024193806.41262
12180,Tamil Nadu,2019,3,the nilgiris district,172729,366416212.008214
12181,Tamil Nadu,2019,3,erode district,824050,1809433458.6710446
12182,Tamil Nadu,2019,3,karur district,233312,527606128.129179
12183,Tamil Nadu,2019,3,kallakkurichi district,214180,462594169.6759218
12184,Tamil Nadu,2019,3,viluppuram district,347727,691014122.5419819
12185,Tamil Nadu,2019,3,pudukkottai district,195452,403435245.85255337
12186,Tamil Nadu,2019,3,perambalur district,97443,202989238.0194384
12187,Tamil Nadu,2019,3,coimbatore district,4303835,9457627886.22332
12188,Tamil Nadu,2019,3,virudhunagar district,286960,603050825.4211078
12189,Tamil Nadu,2019,3,dindigul district,411188,865233220.4260747
12190,Tamil Nadu,2019,3,sivaganga district,203568,461238657.754354
12191,Tamil Nadu,2019,3,tenkasi district,149611,316677496.8906262
12192,Tamil Nadu,2019,3,chengalpattu district,5765425,7255276540.840912
12193,Tamil Nadu,2019,3,kanniyakumari district,293582,576372340.2691851
12194,Tamil Nadu,2019,3,tirunelveli district,266559,571521395.652529
12195,Tamil Nadu,2019,3,thiruvallur district,3497534,5790229760.583482
12196,Tamil Nadu,2019,3,theni district,182650,415596823.8817531
12197,Tamil Nadu,2019,3,ranipet district,319434,621745958.3633249
12198,Tamil Nadu,2019,3,namakkal district,436893,1016896335.2618289
12199,Tamil Nadu,2019,3,vellore district,776654,1201803229.5388474
12200,Tamil Nadu,2019,3,thiruvarur district,130645,261636404.8962479
12201,Tamil Nadu,2019,4,tiruchirappalli district,1364259,2850823022.8616314
12202,Tamil Nadu,2019,4,ramanathapuram district,217020,466879310.9724102
12203,Tamil Nadu,2019,4,krishnagiri district,1302647,2599923579.484123
12204,Tamil Nadu,2019,4,cuddalore district,554320,1069462594.6879781
12205,Tamil Nadu,2019,4,kancheepuram district,3134851,4643283492.789846
12206,Tamil Nadu,2019,4,tiruppur district,2020118,4339514037.303126
12207,Tamil Nadu,2019,4,dharmapuri district,545240,1179249689.0943723
12208,Tamil Nadu,2019,4,thoothukkudi district,334748,673765706.7351946
12209,Tamil Nadu,2019,4,thanjavur district,634748,1089380865.8971028
12210,Tamil Nadu,2019,4,madurai district,1315576,2775348044.296371
12211,Tamil Nadu,2019,4,tiruvannamalai district,561787,1076989969.0761592
12212,Tamil Nadu,2019,4,salem district,1754893,3897469229.2628374
12213,Tamil Nadu,2019,4,nagapattinam district,234840,461426174.73255897
12214,Tamil Nadu,2019,4,tirupathur district,385208,757709091.2759188
12215,Tamil Nadu,2019,4,ariyalur district,135252,270334848.5944755
12216,Tamil Nadu,2019,4,chennai district,16437269,31810645818.308853
12217,Tamil Nadu,2019,4,the nilgiris district,254745,537415179.52037
12218,Tamil Nadu,2019,4,erode district,1092587,2315486948.9064226
12219,Tamil Nadu,2019,4,karur district,303847,651278224.9980934
12220,Tamil Nadu,2019,4,kallakkurichi district,293430,615206202.5476354
12221,Tamil Nadu,2019,4,viluppuram district,478192,911152034.8421421
12222,Tamil Nadu,2019,4,pudukkottai district,250329,513371629.4764075
12223,Tamil Nadu,2019,4,perambalur district,130104,262954158.27917016
12224,Tamil Nadu,2019,4,coimbatore district,5937176,11949970482.923735
12225,Tamil Nadu,2019,4,virudhunagar district,371435,780408757.3399825
12226,Tamil Nadu,2019,4,dindigul district,570988,1157558219.820724
12227,Tamil Nadu,2019,4,sivaganga district,293949,681274042.3255894
12228,Tamil Nadu,2019,4,tenkasi district,193559,403713924.4305418
12229,Tamil Nadu,2019,4,chengalpattu district,7809082,9083457170.596087
12230,Tamil Nadu,2019,4,kanniyakumari district,421655,795547991.5668749
12231,Tamil Nadu,2019,4,tirunelveli district,360780,745395226.0570003
12232,Tamil Nadu,2019,4,thiruvallur district,4441180,7308502938.397885
12233,Tamil Nadu,2019,4,theni district,256489,559543041.1831771
12234,Tamil Nadu,2019,4,ranipet district,421689,816050436.4792322
12235,Tamil Nadu,2019,4,namakkal district,559495,1234659045.0414333
12236,Tamil Nadu,2019,4,vellore district,1053293,1572585255.604042
12237,Tamil Nadu,2019,4,thiruvarur district,169631,333129126.8343694
12238,Tamil Nadu,2020,1,tiruchirappalli district,1199094,2346754055.982828
12239,Tamil Nadu,2020,1,ramanathapuram district,268096,551491648.9763203
12240,Tamil Nadu,2020,1,krishnagiri district,1806032,3381602583.567412
12241,Tamil Nadu,2020,1,cuddalore district,669682,1217389579.539032
12242,Tamil Nadu,2020,1,kancheepuram district,3618880,5144042351.014135
12243,Tamil Nadu,2020,1,tiruppur district,1918620,3829323477.068222
12244,Tamil Nadu,2020,1,dharmapuri district,710147,1428767862.8124611
12245,Tamil Nadu,2020,1,thoothukkudi district,429017,812706179.7567607
12246,Tamil Nadu,2020,1,thanjavur district,741474,1219035469.0939274
12247,Tamil Nadu,2020,1,madurai district,1334450,2667507196.7747316
12248,Tamil Nadu,2020,1,tiruvannamalai district,701438,1285320071.0873718
12249,Tamil Nadu,2020,1,salem district,1816883,3938965855.265399
12250,Tamil Nadu,2020,1,nagapattinam district,286488,547649427.1614035
12251,Tamil Nadu,2020,1,tirupathur district,497274,918744039.3870187
12252,Tamil Nadu,2020,1,ariyalur district,165086,313673706.1626035
12253,Tamil Nadu,2020,1,chennai district,21747309,40923609646.495
12254,Tamil Nadu,2020,1,the nilgiris district,286999,541866233.1436044
12255,Tamil Nadu,2020,1,erode district,1099499,2216542209.891259
12256,Tamil Nadu,2020,1,karur district,295868,575547948.160764
12257,Tamil Nadu,2020,1,kallakkurichi district,389050,749829658.229165
12258,Tamil Nadu,2020,1,viluppuram district,597802,1047289608.22813
12259,Tamil Nadu,2020,1,pudukkottai district,311955,586368876.6260985
12260,Tamil Nadu,2020,1,perambalur district,145161,268745282.72051567
12261,Tamil Nadu,2020,1,coimbatore district,6238270,11125605562.452183
12262,Tamil Nadu,2020,1,virudhunagar district,479760,905206376.5507178
12263,Tamil Nadu,2020,1,dindigul district,709993,1404557847.0136855
12264,Tamil Nadu,2020,1,sivaganga district,325464,668117971.0738193
12265,Tamil Nadu,2020,1,tenkasi district,243203,464791849.43443143
12266,Tamil Nadu,2020,1,chengalpattu district,8891884,10378205348.593529
12267,Tamil Nadu,2020,1,kanniyakumari district,496514,897557961.7598515
12268,Tamil Nadu,2020,1,tirunelveli district,456558,862756791.3530397
12269,Tamil Nadu,2020,1,thiruvallur district,5190597,8255497494.992451
12270,Tamil Nadu,2020,1,theni district,317448,663250209.0122557
